day,device_fk_id,n_trip_on,start_lat,start_lon
21-02-2020,3443,6899,29.52633476,78.38825226
27-02-2020,1923,12135,18.437994,74.11340332
07-03-2020,1030,10849,12.22070885,76.14643097
25-02-2020,3879,9867,27.82675743,78.21005249
07-03-2020,3149,12567,17.02624702,74.09745026
16-03-2020,5411,12781,28.16218758,80.46408844
27-02-2020,4564,15860,20.5421505,78.73137665
26-03-2020,3772,16123,28.98223495,77.24338531
29-02-2020,2359,6525,27.6981926,81.53781128
18-02-2020,2229,10036,25.34511757,82.29337311
29-02-2020,1026,10601,18.11168289,73.94815826
13-03-2020,4848,6792,23.66738701,76.42867279
13-03-2020,2162,6724,28.61730957,77.47856903
13-03-2020,3880,411,25.96119881,79.18466187
07-03-2020,1939,9591,18.53088188,74.03196716
29-02-2020,4398,587,20.87779045,75.7021637
20-02-2020,5335,3726,24.2053833,83.64806366
29-02-2020,5082,5074,21.14708328,76.89772797
25-02-2020,3441,401,30.37796211,77.86105347
24-02-2020,3591,5877,27.11139297,78.5912323
24-02-2020,4120,1337,29.39215469,78.19543457
02-03-2020,3529,3443,27.04582596,78.16718292
29-02-2020,4558,13665,19.28054428,75.28760529
24-02-2020,1155,2138,30.38985634,76.51856232
03-03-2020,5489,1176,27.80600929,81.12049103
24-02-2020,3356,4937,25.79691505,81.03608704
01-03-2020,5449,1307,26.96052742,82.11820984
02-03-2020,3843,2344,27.53642082,77.41255188
20-02-2020,4160,865,18.34416771,76.50971222
06-03-2020,4992,11268,25.08526993,75.86245728
17-03-2020,3439,11516,29.5261116,78.38822937
11-03-2020,3842,4169,27.21182823,81.67848206
26-03-2020,4965,2815,19.27871513,75.30235291
18-02-2020,5268,3112,26.37556076,80.30800629
20-02-2020,4976,15358,19.32126617,75.00489807
25-02-2020,1012,3397,18.45284843,74.11205292
20-02-2020,3782,4785,28.20714188,81.11685944
29-02-2020,3496,5697,28.7279129,77.92692566
03-03-2020,3784,1777,27.92210197,77.42603302
23-02-2020,3487,11904,29.4720211,77.75416565
24-02-2020,3268,599,27.81177139,77.56388855
04-03-2020,1049,214,30.06403732,74.41957855
01-03-2020,1131,12245,12.1248436,77.02848816
21-02-2020,2960,15975,27.51124191,81.68687439
21-02-2020,3593,5128,25.20179939,82.07273865
17-03-2020,3689,3390,25.73004532,82.53484344
25-02-2020,2202,5484,28.7218914,77.42895508
08-03-2020,3879,12727,27.82699013,78.21011353
28-02-2020,5075,11095,16.96212578,74.21886444
17-02-2020,3751,1922,27.79542732,77.46289825
21-02-2020,2314,20301,29.28886795,78.51636505
07-03-2020,1914,6350,18.44692993,74.11321259
17-03-2020,2202,14835,28.72185898,77.429245
18-02-2020,4123,12538,27.85549736,78.09365082
29-02-2020,4081,11308,18.4592514,74.68950653
21-02-2020,4097,8318,19.26991844,75.28646851
05-03-2020,2749,8758,26.45818329,82.90260315
18-02-2020,3835,8152,27.55108643,78.93723297
18-02-2020,3638,8094,29.09798622,77.26289368
24-02-2020,2265,105,27.29853439,79.95893097
26-02-2020,4156,252,26.85137558,80.43144989
11-03-2020,1002,11226,16.89118385,74.41389465
28-02-2020,3356,1934,25.79677391,81.03582001
16-03-2020,3362,17981,29.47226524,77.76863098
29-02-2020,4156,3754,26.85175323,80.43070221
16-03-2020,3467,2699,27.0945034,81.31086731
29-02-2020,3880,3285,25.96266747,79.18456268
29-02-2020,5220,446,25.69962883,85.20006561
05-03-2020,1113,11728,11.80966568,76.79136658
29-02-2020,5133,5911,20.24397659,75.1332016
24-02-2020,2111,405,26.41149902,81.8920517
09-03-2020,3284,6721,26.13253212,80.93224335
26-02-2020,2371,1959,27.51140976,81.68692017
28-02-2020,2960,22915,27.51162148,81.68691254
18-02-2020,2097,2336,29.76271248,77.71999359
04-03-2020,5380,5663,24.59643936,72.93169403
21-02-2020,1026,17533,18.12052345,73.95593262
21-02-2020,4413,4855,28.00448418,80.41891479
30-03-2020,3888,2510,28.41654778,78.32520294
25-02-2020,2333,3738,27.63807869,78.63386536
13-03-2020,5397,130,26.89949226,82.41979218
17-03-2020,5236,4657,25.71431541,81.5205307
18-03-2020,3359,13288,26.69713974,81.99330139
09-03-2020,3849,2886,27.24042892,79.12491608
17-02-2020,2348,1343,25.98056221,79.50439453
28-02-2020,3498,18770,29.95770645,77.9573288
25-02-2020,2048,9338,28.93882179,77.82388306
21-03-2020,4938,8901,27.74909592,78.50212097
27-03-2020,2265,10675,27.29887772,79.95929718
01-03-2020,2403,8652,26.40465546,81.96419525
28-02-2020,2374,11263,30.26885986,77.64045715
11-03-2020,2569,15130,20.30175972,73.84095764
25-03-2020,1923,15107,18.43800926,74.11341095
14-03-2020,3826,6824,27.74311447,77.3687439
20-02-2020,5340,2195,26.8282547,81.75002289
06-03-2020,2097,12182,30.01507568,77.41048431
29-02-2020,3935,3289,26.10663223,82.82584381
29-02-2020,4965,487,19.27835655,75.3026123
23-02-2020,4564,15535,20.54192162,78.73136902
21-02-2020,3793,12285,27.21314621,79.10611725
28-02-2020,2553,5081,27.16082382,78.92790985
21-02-2020,5264,11457,19.74679184,75.06363678
11-03-2020,1001,14478,30.25473595,75.24015045
27-02-2020,2258,3439,27.5909462,79.4952774
20-02-2020,5327,3469,24.07616425,83.10961914
21-02-2020,3583,11872,26.40012932,80.31380463
18-02-2020,3448,14713,26.31065178,81.8664856
09-03-2020,2905,1718,17.12268639,74.36504364
18-02-2020,1127,10544,16.95474243,74.44360352
21-02-2020,3806,4384,29.13671112,77.2324295
18-02-2020,4156,126,26.85180664,80.43039703
21-02-2020,3484,3501,29.52677727,78.3884964
04-03-2020,2253,996,26.24622726,83.07443237
14-03-2020,3863,22012,27.108284,79.10105133
18-02-2020,3776,5538,29.14444923,77.35246277
21-02-2020,2350,10015,29.49007607,78.13388062
21-02-2020,3937,42330,30.4432373,77.79608917
22-02-2020,4857,13957,26.41772079,83.7013855
21-02-2020,5043,11084,26.37943459,80.30306244
21-02-2020,5444,14188,27.27174568,83.73259735
21-02-2020,2661,4152,26.04713631,79.39463043
21-02-2020,3487,21681,29.26172256,78.28525543
21-02-2020,5093,25809,16.70271111,74.68750763
28-02-2020,3583,23797,26.46466446,80.34932709
30-03-2020,1546,682,16.5214901,73.99266052
18-02-2020,3119,4003,26.97856903,80.26515961
23-02-2020,1009,9021,16.81669998,74.49732971
28-02-2020,5043,21111,26.48385048,80.31519318
25-02-2020,4172,5942,28.92568779,78.87327576
08-03-2020,3481,14716,27.11405754,81.26860809
28-02-2020,2371,7241,27.51141739,81.68685913
24-03-2020,3896,173,25.91176796,83.53544617
28-02-2020,3716,11532,26.42258263,80.31900787
02-03-2020,2405,9857,29.47146034,77.72408295
30-03-2020,2402,6063,28.55035019,79.21353149
24-02-2020,2345,11992,28.95060539,77.7468338
28-02-2020,4200,11661,26.34683037,80.14445496
17-02-2020,2430,3134,27.80810165,78.52902222
04-03-2020,3519,2700,30.7277832,77.94145203
28-02-2020,3968,254,26.1897831,82.72078705
23-03-2020,5245,8134,19.43902588,75.71531677
13-03-2020,5515,740,17.86709404,75.03433228
18-02-2020,5444,16566,27.19516945,83.76969147
18-02-2020,3855,8999,29.12683868,77.48844147
24-02-2020,4189,7649,18.16399765,76.49099731
01-03-2020,5238,1601,16.76342583,74.16702271
04-03-2020,5351,3772,24.28879738,83.6162796
27-03-2020,5455,1496,28.34436798,80.55774689
05-03-2020,4496,7361,25.51932335,83.60939026
17-03-2020,5202,14434,25.58779335,83.58181763
18-02-2020,3970,15185,27.87159348,78.0699234
23-03-2020,5271,7905,19.31063271,75.29879761
01-03-2020,3447,1136,29.68167686,78.01896667
05-03-2020,5164,1585,25.46728516,82.78930664
04-03-2020,1077,977,21.09023476,81.57190704
18-02-2020,2196,12219,27.18556404,80.0449295
10-03-2020,1169,7179,17.95744514,74.16340637
26-03-2020,4466,2037,27.54064178,81.20674896
24-03-2020,3806,17499,29.28234482,77.47058105
18-03-2020,3499,11004,29.49912071,77.67177582
01-03-2020,2399,1875,25.99128914,79.18724823
18-02-2020,3508,3094,30.17115402,78.10849762
26-02-2020,2434,109,26.44646072,81.87133026
13-03-2020,5415,3696,25.48277664,81.6264801
03-03-2020,2154,1916,27.55385017,78.87014008
18-02-2020,5400,5256,28.08742332,80.12282562
16-03-2020,1021,9967,16.90594101,74.56253052
28-02-2020,3439,14611,29.52608299,78.38767242
23-02-2020,5341,6874,28.68317795,77.4924469
28-02-2020,4077,5864,26.35663223,79.80964661
29-02-2020,5320,5063,28.9201622,79.84886932
06-03-2020,3284,4723,26.12725067,80.9210968
29-02-2020,4997,7305,17.64092064,74.11755371
27-02-2020,2246,437,29.9618454,77.55193329
25-02-2020,5202,701,25.58771896,83.5814743
18-02-2020,5291,9435,25.98958397,79.46904755
25-02-2020,2225,9086,26.71954346,83.40870667
13-03-2020,5364,21967,28.34766769,80.69250488
23-03-2020,2948,138,26.0522213,82.97350311
28-02-2020,5318,154,26.67901611,83.02011871
02-03-2020,72,2472,18.43661118,74.11172485
09-01-2020,5312,2441,,
09-03-2020,3416,1367,30.18226242,78.11882782
23-03-2020,5340,3827,26.82834435,81.74971008
14-03-2020,1030,253,12.22070885,76.14631653
17-02-2020,1001,9469,30.25469971,75.24034119
27-02-2020,3354,3773,28.83861923,77.53701782
20-02-2020,3155,1355,18.2192421,74.47112274
13-03-2020,3396,13770,25.85816574,80.68283844
13-03-2020,1039,621,18.84210587,79.18591309
03-03-2020,2351,1832,26.82287216,83.70800781
28-02-2020,3541,21991,26.42630959,80.32011414
21-03-2020,5472,7144,26.22226524,83.26235199
21-02-2020,3705,15886,26.37976837,80.30317688
28-02-2020,3975,13641,28.30262947,78.46879578
23-02-2020,4097,13240,19.26980019,75.28636169
28-02-2020,2405,10466,29.14984512,78.18473053
17-03-2020,1923,3755,18.43785477,74.11327362
05-03-2020,3716,10471,26.43094826,80.3211441
27-02-2020,5341,443,28.68343544,77.49291229
09-03-2020,2219,1466,27.94929695,80.33220673
27-03-2020,2448,13030,18.11371803,75.19697571
24-03-2020,5407,1628,25.23467255,80.94326782
02-03-2020,2211,7455,28.09895515,77.73834991
01-03-2020,3441,10072,30.3780632,77.86113739
03-03-2020,5374,2547,28.6804409,77.49198914
14-03-2020,3774,199,27.91778946,77.27566528
29-02-2020,2225,11302,26.71995926,83.40862274
23-02-2020,2163,8800,25.51916885,83.59534454
20-02-2020,4081,10620,0,0
17-03-2020,4979,5457,28.15068436,80.64169312
05-03-2020,3730,5656,28.02822304,77.88411713
03-03-2020,5339,10758,25.93205643,79.1620636
29-02-2020,4206,193,26.15790558,82.88191986
26-02-2020,3621,9648,28.72196007,77.42931366
26-02-2020,4561,147,21.37635994,81.1312561
26-02-2020,5516,17051,25.50311661,83.69335938
06-03-2020,3356,2208,25.79714394,81.03601837
05-03-2020,2316,4914,25.21969032,83.37644958
13-03-2020,5088,1478,28.10499191,80.27721405
17-03-2020,2957,1900,26.33896065,80.29360962
21-02-2020,4351,10018,25.503088,83.69300079
18-02-2020,5297,3294,16.91276169,74.22952271
18-02-2020,2340,10185,29.17991066,78.0293045
06-03-2020,5472,1395,26.22229385,83.26220703
13-03-2020,4802,11043,23.94854736,75.60046387
05-03-2020,2963,137,29.44445038,77.76914978
05-03-2020,5395,6516,26.13546562,80.20223999
21-02-2020,5348,5445,26.82834435,81.74984741
24-02-2020,2305,1252,28.33339119,79.3795929
03-03-2020,3344,16064,28.84875488,79.90563965
27-02-2020,3682,15713,29.10365868,77.46312714
03-03-2020,5268,2950,26.3758049,80.30821228
05-03-2020,3124,4364,18.14905167,74.46873474
10-03-2020,2371,421,27.51150322,81.68687439
23-02-2020,5352,7349,24.18397141,83.14704132
03-03-2020,5340,6312,26.8282299,81.75010681
09-03-2020,2403,4025,26.39569092,81.92848969
01-03-2020,3521,15997,18.73892784,73.91083527
24-02-2020,107,4975,18.43706131,74.11267853
25-02-2020,3119,842,26.97980881,80.26457977
13-03-2020,3747,3319,28.86234093,77.48495483
21-03-2020,5395,5589,26.13541603,80.20227051
05-03-2020,4120,9281,29.61987305,78.32009125
04-03-2020,4144,8487,27.99035645,77.99507904
18-02-2020,2338,12134,27.53072166,81.6627121
26-02-2020,5486,475,12.55609703,76.31685638
07-02-2020,1716,248,16.16699219,74.34189606
05-03-2020,3839,14137,29.19357872,77.36392212
26-02-2020,3441,3196,30.37840652,77.8618927
20-02-2020,3935,2399,26.1064415,82.82672882
18-02-2020,5264,2160,19.78328705,75.16768646
22-02-2020,1929,1463,18.45263672,74.11127472
21-02-2020,3359,6335,26.69508934,81.99281311
19-02-2020,5112,1294,28.83943748,77.73867035
23-02-2020,2265,806,27.29905128,79.95932007
20-02-2020,5523,2716,26.26092148,83.11351013
02-03-2020,3268,11183,27.8119545,77.56420135
08-03-2020,4351,3855,25.50302315,83.69311523
18-02-2020,1938,4861,26.73415947,81.46968079
20-02-2020,3585,5050,26.42300606,80.31871033
07-03-2020,2246,274,29.94634628,77.52113342
26-03-2020,1169,761,17.95941544,74.16772461
06-03-2020,5447,201,21.94436836,79.71752167
13-03-2020,3789,7674,29.35620499,77.70946503
13-03-2020,2211,8737,28.09879112,77.73821259
21-02-2020,1047,1926,18.18466377,79.05902863
28-02-2020,5442,7444,23.54432869,76.86727905
01-03-2020,3863,586,27.10830498,79.10170746
01-03-2020,3782,7159,28.20712471,81.11677551
05-03-2020,3806,17684,29.16519737,77.37470245
05-03-2020,4159,13276,29.67634773,78.27689362
27-03-2020,3689,1940,25.73011017,82.53515625
05-03-2020,2163,10311,25.51931953,83.60955048
25-02-2020,3357,426,28.94428253,77.4673996
29-02-2020,3220,2235,26.03238869,83.17783356
28-02-2020,3983,1092,19.25985909,76.29805756
19-03-2020,5385,4774,23.95070076,83.13582611
25-02-2020,3835,251,27.55023193,78.93644714
13-03-2020,2549,12500,21.032938,75.47844696
22-02-2020,4120,391,29.39314842,78.19722748
22-02-2020,3484,8320,29.52666473,78.38894653
28-02-2020,2359,4180,27.69873047,81.53773499
29-02-2020,2441,13483,28.11604881,80.1904068
19-03-2020,1043,2698,18.42643166,79.17382813
13-03-2020,3484,115,29.52741623,78.38880157
13-03-2020,5400,3385,28.08742714,80.123703
29-02-2020,3397,359,26.21351242,79.82826996
05-03-2020,3845,5439,27.07383156,81.28304291
05-03-2020,4198,1708,26.59746552,79.78674316
01-03-2020,5455,12781,28.42117882,80.57119751
05-03-2020,5407,10998,25.18157578,81.16536713
05-03-2020,1186,9643,30.84278107,76.662323
28-02-2020,5093,22155,16.70870399,74.6859436
28-02-2020,5128,14574,29.03534698,77.54284668
03-03-2020,4830,2587,28.20739746,81.11689758
22-02-2020,2917,430,29.8679924,77.95339203
28-02-2020,2182,22073,26.93463135,81.99927521
24-02-2020,2188,9867,25.27798653,81.79963684
28-02-2020,4071,9639,26.37085342,79.71786499
18-02-2020,3760,1144,27.10782433,79.10079956
18-02-2020,2211,9918,28.09891319,77.73835754
10-03-2020,5537,1815,27.93516922,77.75440979
27-02-2020,2257,6841,29.40443039,78.08609009
17-03-2020,3356,4035,25.79673576,81.03591156
26-02-2020,5461,8351,25.49773407,81.52185059
28-02-2020,3443,14589,29.52639961,78.388237
28-02-2020,3433,11143,29.52627373,78.38821411
29-02-2020,4830,5520,28.20731163,81.11668396
28-02-2020,2097,15089,29.76273918,77.72011566
28-02-2020,5264,17259,19.74699593,75.0634079
29-02-2020,3523,10618,27.1816082,78.94972229
29-02-2020,2364,2173,27.48681259,79.79322815
28-02-2020,2338,14946,27.51150703,81.68681335
09-03-2020,2246,1184,29.94626427,77.52132416
28-02-2020,4172,33943,28.62409592,78.77806854
28-02-2020,2350,12305,29.80890656,77.63452911
06-03-2020,3422,8449,28.74052238,77.76070404
22-02-2020,1923,10254,18.43790054,74.11325836
28-02-2020,3879,15161,27.82683182,78.21017456
06-03-2020,4558,9914,19.28046608,75.28756714
13-03-2020,2214,2196,25.82702255,80.16536713
17-02-2020,4170,5864,28.09873772,77.73825836
04-03-2020,2565,5725,20.35772514,73.85848236
26-02-2020,2553,3256,27.16108322,78.9272995
25-02-2020,2239,8248,28.71422195,77.77844238
06-03-2020,4398,405,20.87773895,75.70223999
13-03-2020,2199,150,29.77508163,77.69115448
28-02-2020,1001,16401,30.25487137,75.24042511
23-02-2020,3705,790,26.37952042,80.30311584
24-02-2020,3684,11960,27.7874794,78.83163452
27-02-2020,5537,1936,27.93596649,77.753685
13-03-2020,2433,9598,29.00744247,77.62205505
02-03-2020,3439,7425,29.52623367,78.38816833
25-03-2020,2399,22630,25.99392509,79.19400024
28-02-2020,1127,21116,16.95446587,74.44337463
02-03-2020,2413,2621,29.63604736,78.38339996
19-02-2020,2345,9036,28.95072365,77.74694824
28-02-2020,2402,9164,28.55041504,79.21340179
01-03-2020,2214,7736,25.82674217,80.16503143
06-03-2020,2385,5574,27.25488663,80.01081085
22-02-2020,3441,9666,30.3780632,77.86128235
24-02-2020,4938,2590,27.74879074,78.5022049
28-02-2020,4123,11454,27.85556221,78.09350586
05-03-2020,1929,715,18.45248032,74.10964203
27-02-2020,5394,15854,25.41208839,81.88843536
18-02-2020,3730,2855,27.76005936,77.72589874
21-03-2020,5368,13972,26.22280312,83.05464172
05-03-2020,2111,1077,26.41176414,81.8922348
27-02-2020,2182,16158,26.93447304,81.99924469
29-02-2020,2257,3861,29.39785576,78.04486847
17-02-2020,3429,2034,26.01069832,79.43791962
08-03-2020,2340,21070,29.08858681,78.03378296
06-03-2020,2154,7983,27.55382156,78.87004852
23-03-2020,5348,14632,26.82829094,81.74982452
13-03-2020,4756,4658,19.42515755,75.52388
23-02-2020,2169,4734,29.06402588,77.56415558
06-03-2020,72,1654,18.43655014,74.11161041
29-02-2020,4418,5610,26.91859627,83.98782349
12-03-2020,2565,24006,20.35642052,73.86829376
12-03-2020,5458,2902,23.51523781,76.48522186
22-03-2020,4660,1121,22.92899895,78.23609161
17-03-2020,2146,2536,29.1951828,77.80883026
25-02-2020,3778,3119,27.77537918,77.39151001
27-02-2020,5414,10659,27.99725723,80.41709137
18-02-2020,2212,518,25.79533195,81.60469055
26-02-2020,5202,590,25.58787346,83.58157349
17-02-2020,3513,124,27.84663963,77.6526413
06-03-2020,2196,5698,27.18501472,80.04476166
05-03-2020,4177,5913,19.26908112,75.28401184
15-03-2020,2415,7610,25.13398361,81.38881683
05-03-2020,2333,4305,27.61397743,78.64713287
05-03-2020,1008,6467,18.20837212,73.9227829
26-02-2020,5291,324,25.98938751,79.46883392
26-02-2020,4267,1090,18.2322731,76.03932953
17-02-2020,5444,2146,26.92976952,83.70398712
17-02-2020,2163,4237,25.51923752,83.59542847
15-03-2020,5080,1306,19.41279984,75.30654144
09-03-2020,5417,1971,28.22263145,80.26810455
29-02-2020,2199,236,29.96253586,77.65709686
08-03-2020,2565,20691,20.35618019,73.86856079
27-02-2020,2371,3964,27.51147079,81.6869278
03-03-2020,4880,13189,18.73763466,73.91312408
06-03-2020,3799,489,27.82335663,77.63148499
18-02-2020,5407,8416,25.18154716,81.16536713
17-02-2020,5516,7096,25.50296593,83.69255829
23-02-2020,5295,111,19.30121803,75.25230408
18-02-2020,2239,4909,28.71450233,77.77806854
19-03-2020,3788,8089,27.77708244,77.63218689
06-03-2020,5394,15166,25.41184425,81.88793945
25-03-2020,2182,1423,26.93528175,81.98220825
03-03-2020,2905,8655,17.12260818,74.36494446
16-03-2020,5220,11679,25.63498116,84.80823517
24-02-2020,2258,9446,27.57043076,79.48208618
03-03-2020,5147,763,25.54186249,81.53541565
04-03-2020,3863,1431,27.10848045,79.10115051
17-03-2020,5396,3898,26.36643791,81.33267975
20-02-2020,5348,8220,26.82826805,81.74979401
18-02-2020,3782,4807,28.20721054,81.11683655
26-02-2020,4110,1938,25.42277908,82.78595734
23-03-2020,2345,10937,28.95059395,77.74685669
18-02-2020,3406,3948,26.49225235,80.24620819
01-03-2020,4171,7545,28.39100266,78.58167267
12-03-2020,2354,391,26.75362968,82.38821411
14-03-2020,3620,2724,26.64147949,81.40674591
03-03-2020,5365,4742,25.34845734,82.2889328
17-02-2020,4428,6128,29.81453514,77.77364349
26-02-2020,4965,1068,19.27859688,75.30233002
02-03-2020,5153,189,25.33923721,81.57787323
01-03-2020,5395,8618,26.13599777,80.2024765
23-03-2020,3396,8434,25.85842323,80.68286133
14-03-2020,3962,146,25.44687843,82.98291016
12-03-2020,2240,4008,27.507658,81.68981171
24-02-2020,2359,12734,27.69135284,81.51799774
02-03-2020,5435,11663,17.68454552,77.3133316
12-03-2020,3337,9355,26.47684288,82.90873718
23-03-2020,4663,5216,19.26892471,75.28623962
02-03-2020,2957,361,26.33916855,80.29322815
09-03-2020,3836,6891,26.40143204,79.58243561
23-03-2020,4979,2254,28.15434647,80.35657501
22-02-2020,3861,3398,27.71900558,77.31728363
18-02-2020,3821,6226,29.12471581,77.2181015
24-02-2020,4947,2193,17.64110947,74.11754608
29-02-2020,4077,9194,26.35653496,79.81004333
23-03-2020,2267,6448,27.283741,79.96226501
24-02-2020,1068,290,30.25348663,75.98604584
03-03-2020,5472,22911,26.22259521,83.26225281
23-03-2020,3506,13655,27.05887032,81.31323242
01-03-2020,5164,908,25.46731758,82.78907776
15-02-2020,1008,441,18.20837402,73.92276764
18-02-2020,5492,14920,20.05283737,76.51042938
22-02-2020,4163,639,16.9069519,74.24684906
27-02-2020,2782,13319,29.92414093,78.09667206
03-03-2020,5006,3035,23.43444061,76.58543396
13-03-2020,5428,7903,28.83850861,77.73770142
21-02-2020,4144,11085,28.00860977,77.98239899
18-02-2020,5489,3247,27.84836006,81.0867157
04-03-2020,5359,1349,28.69750595,77.41781616
01-03-2020,5415,5836,25.48296356,81.62651825
02-03-2020,2326,6480,28.33244133,79.49697113
01-03-2020,3538,5116,28.95593643,77.75345612
17-03-2020,3380,301,29.64490891,78.0083313
26-02-2020,2354,1391,26.75391006,82.38880157
13-03-2020,3832,1828,26.30957794,80.97003937
18-03-2020,4836,254,28.48775673,73.75131989
03-03-2020,4262,1270,29.04898643,79.3352356
12-03-2020,5334,773,16.06080437,80.56201935
23-03-2020,1923,12077,18.43804932,74.11339569
19-02-2020,4106,7486,26.13933182,82.98844147
12-03-2020,5000,25959,24.80557823,72.72158813
12-03-2020,5364,14358,28.34801102,80.69239044
12-03-2020,2340,8596,29.11552238,78.04737854
23-03-2020,2111,12119,26.41144562,81.89209747
23-03-2020,5417,21152,28.22262383,80.26820374
12-03-2020,4824,36509,28.02573586,73.38274384
12-03-2020,5484,9992,25.79895401,84.54459381
22-02-2020,2740,10131,26.30477333,83.6583786
21-02-2020,3139,2429,18.76374245,74.12332153
12-03-2020,4608,12942,19.68377495,75.20388794
23-03-2020,3700,11714,28.55411339,80.38957977
07-03-2020,3826,17059,27.74292755,77.36777496
25-02-2020,2188,3160,25.27805901,81.79971313
12-03-2020,3701,16216,27.12464142,81.54542542
12-03-2020,3483,8162,29.52675056,78.3888092
23-03-2020,4558,13028,19.28034019,75.288414
12-03-2020,3760,29779,27.10779953,79.10085297
02-03-2020,2749,1353,26.45838547,82.90257263
28-02-2020,2400,8788,24.20731163,83.20315552
01-03-2020,3398,2679,30.17131424,78.10817719
14-03-2020,5009,512,29.76244354,74.45661163
23-03-2020,4540,15193,20.73730659,75.80461121
19-03-2020,3975,10780,28.35961151,78.56532288
04-03-2020,3337,9213,26.47576523,82.90866089
12-03-2020,3975,8905,28.41101456,78.56102753
12-03-2020,5471,5654,18.45646477,74.41654205
24-02-2020,1002,7718,16.88255501,74.41993713
01-03-2020,2352,7511,27.59124756,78.65005493
12-03-2020,4545,7164,16.81663322,74.47111511
